[2199510390, 443]
[738648670, 443]
[752077594, 443]
[1275008056, 443]
[743825596, 443]
[2359200352, 80]
[2353775103, 443]
[1264308950, 58362]
[2571612611, 443]
[1349081519, 27015]
[1670197958, 9042]
[2673478310, 9963]
[1623033082, 443]
[975845907, 33866]
[2492059297, 443]
[3672219999, 443]
[268651868, 11710]
[3885269510, 443]
[3318356135, 443]
[1235720407, 443]
[1698684153, 41307]
[739267587, 443]
[133162068, 80]
[1808113468, 21217]
[3801788594, 443]
[3741785781, 443]
[1750976149, 55003]
[1235044993, 443]
[2087007480, 443]
[1190089461, 26252]
[788948354, 32099]
[3905113433, 443]
[2285206418, 80]
[360214426, 443]
[2258941833, 2515]
[4187927091, 443]
[3523802284, 22]
[569714463, 53]
[517385433, 80]
[2452807984, 64100]
[1685854513, 22706]
[1121434135, 49602]
[3660214947, 56878]
[3672201996, 80]
[2487917462, 27019]
[284309619, 53]
[2087007440, 443]
[1429563762, 61929]
[738452319, 443]
[3314970071, 443]
[2083380883, 80]
[741744386, 25002]
[1623042314, 37652]
[1827956168, 60095]
[3269583730, 27745]
[605379978, 52918]
[259571399, 56432]
[3318356605, 80]
[743014749, 443]
[3883432175, 443]
[795171818, 80]
[1298031319, 45606]
[795599538, 443]
[3468395480, 25461]
[1948485603, 19657]
[3992031758, 443]
[751787665, 20004]
[744459430, 443]
[2214351416, 8008]
[2005170342, 443]
[3655542218, 80]
[1943352473, 53395]
[3312407560, 8999]
[4211136094, 19039]
[265163536, 65129]
[232304559, 80]
[1178859626, 56751]
[2146581702, 80]
[893307973, 62961]
[2198042681, 443]
[2055598468, 80]
[2217390471, 41927]
[2516002317, 443]
[855438322, 53058]
[3978969352, 50202]
[283229038, 443]
[2270150342, 443]
[569761261, 80]
[3672181185, 443]
