[1177980040, 33435]
[23106574, 443]
[1757947544, 49807]
[26536157, 80]
[1757947768, 22287]
[3547001404, 56091]
[1240476037, 5769]
[100413127, 18940]
[1875764449, 23274]
[369389485, 23]
[1875764470, 60315]
[380712835, 5900]
[2846865679, 49330]
[737993411, 9050]
[59350831, 80]
[23118202, 443]
[1102519869, 65274]
[2159400349, 8717]
[379781614, 50844]
[2751362918, 62049]
[657926960, 59942]
[1176304110, 43792]
[2450082556, 29155]
[3326272516, 14237]
[94840613, 52994]
[731104720, 80]
[731118827, 35183]
[65959171, 80]
[1797041636, 35820]
[1757947768, 16794]
[369443095, 60191]
[2450082338, 23307]
[1698223694, 50321]
[1757947768, 52405]
[2962095821, 50046]
[3632944406, 80]
[1698222648, 49983]
[65829918, 80]
[22698578, 443]
[2579574770, 38103]
[94146603, 8080]
[3698524634, 45031]
[2828170034, 80]
[1176316187, 49383]
[1225179453, 50184]
[1264216460, 19905]
[380711124, 5900]
[2439501690, 80]
[1107257238, 57962]
[3379124306, 63180]
[3326272512, 45891]
[1875764468, 28068]
[2452072755, 34006]
[382481116, 24766]
[1225185059, 51696]
[2452069818, 80]
[3695542482, 45836]
[2238926205, 49601]
[737992825, 48671]
[378903663, 123]
[1293431306, 46903]
[2579620755, 58145]
[23105893, 443]
[380695355, 5900]
[66960835, 80]
[3674908784, 61258]
[59095351, 61975]
[736932462, 443]
[1875764314, 40139]
[3677653929, 3478]
[23110809, 80]
[3326272529, 46476]
[66954333, 123]
[1264216460, 7437]
[1711332177, 45121]
[1264216460, 9293]
[1113551584, 53413]
[1696724016, 80]
[724248652, 443]
[1099796950, 3389]
[3326272533, 38174]
[1864747425, 55445]
[3499685974, 443]
[60758527, 22]
[380695868, 5900]
[3535791590, 5789]
[3376295623, 36295]
[1121460388, 53]
[20980707, 80]
[16880929, 37883]
[3326272516, 62342]
[731118831, 61150]
[2579574621, 59954]
[1875712475, 46251]
[1875764365, 55552]
[22947241, 80]
[1819736030, 54007]
[369309291, 38811]
[1148890822, 17007]
[2637241654, 57289]
[2310437181, 80]
[66603946, 80]
[23111461, 443]
[3376295623, 45218]
[380723560, 5900]
[1121492926, 3970]
[1711328114, 42585]
[2313561637, 23]
[26821830, 443]
[3326272529, 32901]
[66868280, 4104]
[1607442017, 31225]
[1712236895, 53]
[1264216460, 43084]
[66952492, 2120]
[26864654, 40064]
[65940708, 443]
[731118790, 38657]
[1099793570, 9050]
[2579574600, 44474]
[1137641717, 63715]
[1866034021, 61558]
[2313561088, 23]
[3326272516, 4888]
[67013318, 30954]
[26876343, 22084]
[3326272533, 50782]
[1696819644, 60738]
[1875764451, 63444]
[98846408, 32914]
[23127803, 443]
[2444938891, 49661]
[1225248474, 50597]
[17346577, 19034]
[3504996349, 61544]
[24930284, 443]
[1225147405, 53]
[1875764381, 8888]
[66589240, 443]
[1136899282, 33443]
[3326272531, 23334]
[3693459033, 55808]
[958619168, 25125]
[737992981, 61249]
[736694346, 51599]
[2846877065, 60137]
[381389763, 2997]
[3376295623, 40601]
[314623869, 49483]
[1864747446, 56321]
[66650879, 4244]
[3547001370, 58667]
[1875764341, 56139]
[1875764430, 53849]
[380699488, 5900]
[369846696, 26125]
[59100745, 80]
[3710836142, 3494]
[380717496, 5900]
[2453948379, 59383]
[2450082438, 43479]
[1797093498, 45789]
[3327712049, 22571]
[3326272512, 40717]
[2300590745, 53]
[2313561213, 23]
[602983378, 55532]
[1498238310, 50163]
[2766911166, 33714]
[1245183369, 59753]
[1225256187, 25]
[380632052, 18913]
[378045322, 80]
[2579574720, 11856]
[65931094, 80]
[3326272516, 13115]
[724248594, 42376]
[3374989548, 22707]
[66852656, 443]
[810553701, 1843]
[370800989, 17545]
[23489458, 25]
[23486151, 80]
[65955092, 10000]
[721980746, 443]
[1225234469, 55494]
[380854860, 29399]
[2579574768, 43108]
[1875712472, 17944]
[99873153, 443]
[16893787, 59081]
[1240508245, 41952]
[1156179193, 24753]
[19734346, 80]
[2208005904, 54626]
[3504996255, 65216]
[17592684, 8531]
[1264216460, 46440]
[2195973819, 49350]
[1274267741, 52749]
[1274225404, 54806]
[380700816, 5900]
[3326272533, 52298]
[23105049, 80]
[2439504953, 80]
[1875712466, 8080]
[380695212, 5900]
[731118614, 57904]
[1864747234, 17095]
[23484914, 443]
[724248607, 10193]
[3327712113, 14733]
[66769539, 443]
[1148888291, 53]
[3548110602, 53]
[2300809161, 64152]
[382554955, 123]
