[779453269, 2587678062]
[3132663626, 3462482908]
[741756072, 3174899031]
[4294967295, 3906220702]
[3260379634, 2131277193]
[2266474685, 1150157977]
[4294967295, 1304339654]
[4294967295, 2568626208]
[4294967295, 2568628835]
[4294967295, 3462490824]
[4294967295, 1150167419]
[4294967295, 2955960255]
[3226460581, 2838700158]
[1150193723, 931420549]
[1069301037, 807452547]
[4294967295, 4251111603]
[4294967295, 1310442676]
[4294967295, 1066650614]
[4294967295, 3743110891]
[4294967295, 4294967295]
[4294967295, 3149635590]
[3771548840, 1047950760]
[4294967295, 1512237316]
[2501517263, 3463479421]
[3324427274, 1118496222]
[2722537338, 2568628669]
[3084348989, 914035287]
[4294967295, 1290047726]
[1150168385, 2496588149]
[3084348288, 1044061112]
[4294967295, 2496478903]
[4294967295, 3895399212]
[806534535, 1066650497]
[4294967295, 859299812]
[3324427621, 1118496222]
[818489498, 812926718]
[1302942998, 1118238879]
[1483583687, 1304397256]
[4294967295, 1300683173]
[4294967295, 3445781810]
[4294967295, 808073455]
[4294967295, 1150209523]
