[3445782230, 53709]
[1511330487, 40919]
[1293003446, 47915]
[549536094, 34405]
[1118496222, 80]
[549536074, 51479]
[812925398, 443]
[3905145707, 80]
[2881651144, 59199]
[1047795997, 45676]
[2595565070, 54121]
[812925706, 443]
[1066650341, 36976]
[3380591510, 443]
[835556744, 80]
[3380592416, 443]
[881139964, 63353]
[1404498243, 1026]
[2624213345, 42156]
[1066650318, 53633]
[1512238063, 443]
[3380592424, 443]
[812926718, 443]
[1773838071, 44522]
[859299634, 55627]
[901458946, 33947]
[3380591975, 443]
[3905144228, 80]
