[3403274212, 3229886847]
[2359938861, 2339489121]
[1792724994, 3347765885]
[788920095, 4093842504]
[2381068748, 3448480723]
[980311432, 3257625171]
[2456525992, 3453614348]
[1629009430, 846891901]
[2055598468, 3455008627]
[3527241874, 855386029]
[3290986076, 3453188634]
[817190025, 2339489098]
[2654080410, 1235568082]
[3468395480, 3347703827]
[2359936907, 271618251]
[2087007437, 2270145466]
[278104300, 3223258906]
[1396914801, 3338628981]
[4046354773, 3890314065]
[1999102714, 3338628373]
[1584139884, 4096165165]
[3315293095, 3337631049]
[268651276, 3259957139]
[741916113, 3447652638]
[360217794, 3350329362]
[2258941861, 3978971494]
[990964993, 3348705387]
[2290362685, 3890314057]
[799671950, 3978971490]
[3461348056, 3233209118]
[752118519, 3268407944]
[3726049807, 3256821153]
[741572209, 3337741870]
[3338759489, 3473430036]
[283267997, 1074109374]
[428211290, 3484914363]
[2510184653, 3452525692]
[3318356134, 3223074085]
[3672219456, 1074109385]
[1175712895, 3453591850]
[2098448485, 1074109428]
[796610069, 4225820566]
[2360209475, 3680291872]
[2384984498, 3484938851]
[2278795636, 3571699116]
[742189253, 3453613837]
[2513615699, 3474424273]
[828811505, 3337821955]
[2285203552, 3223258594]
[573092798, 2339489142]
[538999697, 1235568108]
[1295024577, 3335633015]
[743904164, 3451523140]
[282369415, 3338519986]
[4064471516, 3223265251]
[742670232, 3978971485]
[4253165615, 3233210448]
[3672219999, 1962333965]
[2198075051, 3453636388]
[3872119854, 3349745173]
[844420957, 3454854347]
[1056479915, 3455662566]
[3281802220, 3446784527]
[855438322, 3233168815]
[899909676, 3347602296]
[1396882953, 4109948253]
[3585292055, 3451487860]
[2570391821, 3890314075]
[3866874714, 3445811308]
[1952045391, 3347579514]
[3468395115, 4109955448]
[1654655071, 3335626726]
[1265501295, 3618074842]
[3754951090, 2560487503]
[2381070265, 3978971498]
[2087007427, 2270145445]
[269242596, 3978971494]
[3905113433, 3349794988]
[2258941833, 3978971499]
[1775130330, 3259617525]
[1067628571, 3569567214]
[1226367443, 3978971494]
[2146575386, 271618258]
[576746495, 3337724922]
[4187927091, 3338628570]
[3527239176, 4030665113]
[2258941835, 3978971499]
[1741971732, 3337858475]
[3309151268, 3338628373]
[1268320452, 3608310319]
[1286694618, 3349746887]
[794509759, 3445811697]
[2484492069, 1962334010]
[799625176, 3978971484]
[3767381618, 3453269621]
[271412145, 1074109333]
[4094590307, 3348630051]
[2492042861, 3335632628]
[356827591, 3347580154]
[739878925, 3978971498]
[576746491, 3337724130]
[3672228984, 271618267]
[3318356605, 3454968909]
[1824740489, 3618082027]
[3362854615, 3334596942]
[3407719924, 3230075861]
[2280662600, 3447606390]
[2110638745, 1962333964]
[3723020048, 1074109364]
[1391889850, 3352053156]
[3584921307, 2270145487]
[2118573480, 1962334002]
[2613345963, 3347523973]
[2452808173, 3233164631]
[3468394787, 3449266633]
[3804898993, 3348705979]
[743871723, 1962334025]
[564858080, 1962334022]
[2075950033, 3453501934]
[285016662, 1962334113]
[3523517814, 3473705373]
[3385602037, 1235570670]
[270142694, 4225763301]
[2613104941, 3454969280]
[795089537, 4102004290]
[796035630, 3257584036]
[3585093831, 3349742755]
[269242582, 3978971640]
[1623011302, 4218177403]
[799735545, 3978971493]
[968415525, 3454821119]
[4169033750, 3618075403]
[979022015, 3484938845]
[1695914613, 3890314060]
[2308441675, 3890314078]
[2199499484, 3347580598]
[1074069377, 3680242666]
[1884404951, 3452443424]
[3310630881, 4101981149]
