[1049353360, 28663]
[3196630090, 41156]
[1004151091, 13718]
[2869036238, 55932]
[2497416222, 58147]
[1150181272, 80]
[868354252, 55599]
[2491739413, 53]
[1118238886, 29448]
[2650641543, 24669]
[901458946, 25850]
[551045129, 39386]
[2624256386, 32036]
[794730581, 47599]
[3173651590, 5000]
[3378197909, 41158]
[2650665378, 53245]
[3149635592, 37503]
[3851372309, 51577]
[1118496706, 55321]
[3174950058, 49487]
[3895945272, 80]
[3457727656, 32598]
[1312490016, 3874]
[3134840919, 80]
[2369373857, 443]
[3908554640, 443]
[1118238952, 52987]
[4249328444, 51413]
[1071171794, 1433]
[1473884407, 61002]
[1523662965, 33139]
[3136156231, 443]
[3598405871, 3212]
[3457695662, 7548]
[2245348666, 49189]
[3184297359, 61561]
[1118238909, 59909]
[797161371, 49291]
[2650641573, 13158]
[3376503115, 59923]
[1523683453, 80]
[4258835604, 42447]
[2819363917, 80]
[2584971952, 33078]
[3174624039, 58629]
[901458948, 35448]
[878200250, 63473]
[3208692277, 50843]
[2704780005, 41894]
[2955957871, 47653]
[2245140301, 54199]
[1150157998, 51588]
[1404521939, 59435]
[2650641636, 42183]
[1066650547, 50685]
[891900962, 60821]
[3445778872, 50183]
[1293540200, 64827]
[1181347192, 59776]
[2443484119, 3441]
[2422062815, 2200]
[958957540, 49865]
[3214973086, 22754]
[2142217831, 175]
[878187541, 53147]
[1302343616, 57695]
[1005131622, 52892]
[2859261255, 52742]
[2258771526, 1162]
[2631298687, 43942]
[3513639577, 12688]
[1523692626, 35351]
[1058768278, 80]
[3895399087, 80]
[3322017952, 80]
[2563620851, 1980]
[3183667943, 25925]
[3459219816, 63347]
[2584793850, 59655]
[1066586893, 80]
[2361810836, 53758]
[2131277246, 65496]
[1773838068, 33948]
[3457748310, 56112]
[3201550381, 80]
[1042582591, 17707]
[1990574528, 22]
[3520165262, 44473]
[1715718959, 50534]
[3250181534, 64565]
[2563554697, 49425]
[905711181, 46832]
[989519800, 62892]
[1362165016, 50680]
[1150170520, 80]
[3450812533, 51514]
[868360444, 1454]
[1118238923, 16508]
[3380521339, 443]
[3136154234, 56066]
[878345413, 10195]
[2245100161, 1034]
[969417038, 37574]
[2131396240, 33926]
[772528858, 29674]
[3084348060, 57573]
[3462508430, 49772]
[2650665828, 4256]
[3909078790, 80]
[2568633698, 28767]
