[776525802, 3175492085]
[4294967295, 3450849093]
[1150193846, 875230399]
[1150193981, 3907275181]
[2875594935, 2563558834]
[4294967295, 3463510158]
[3229196909, 967830804]
[741756072, 3174899031]
[4294967295, 1150157825]
[4294967295, 1150180691]
[1302942998, 1118238879]
[2381907457, 3380591881]
[776503187, 807452546]
[4294967295, 2568628835]
[4294967295, 1150167330]
[1366073689, 2131277287]
[1294006753, 812926718]
[3136152926, 3907275347]
[2722537381, 2568625470]
[1069704133, 3457726266]
[4294967295, 4294967295]
[1150178902, 661489281]
[1150168385, 2496588149]
[3025342092, 977403770]
[4294967295, 2421967094]
