-1.0,-0.6,-0.2,0,0.2,0.6,1.0
26.67,46.67,45.56,67.78,75.56,77.78,78.89
28.89,51.11,78.89,78.89,78.89,80.0,77.78
45.56,77.78,78.89,78.89,77.78,78.89,76.67
75.56,78.89,78.89,78.89,77.78,77.78,77.78
