-1.0,-0.4,-0.2,0,0.2,0.4,1.0
20.0,53.33,53.33,90.0,100.0,86.67,100.0
26.67,83.33,95.56,100.0,100.0,100.0,100.0
55.56,95.56,100.0,100.0,100.0,100.0,100.0
77.78,100.0,100.0,100.0,100.0,100.0,96.67
