[4258816816, 879517165]
[1150193815, 4251111620]
[4294967295, 662957788]
[3338990481, 1150217754]
[971223290, 1854625468]
[4294967295, 3463480367]
[1302942998, 1118238879]
[2595885454, 1041642206]
[4294967295, 1044061115]
[4294967295, 977403570]
[1063863073, 3445778992]
[4294967295, 3039031002]
[4294967295, 549536014]
[4294967295, 2497215182]
[4294967295, 1061328450]
[4294967295, 3458009699]
[1150168385, 2496588149]
[3005358850, 3183667943]
[4294967295, 3907274802]
[809408251, 1150157844]
[820988170, 1150157876]
[818489498, 812926718]
[4294967295, 1118496388]
[797598958, 2512677402]
[4294967295, 2247037043]
