64	29.620854784	9.8138341888
64	29.613350912	9.8029290496
64	29.6012414976	9.7982782976
64	29.6015839232	9.8086670848
64	29.6204386304	9.8170011648
64	29.6007368704	9.801331712
64	29.635813376	9.813315328
64	29.6208105472	9.8047642112
64	29.6149172224	9.798501632
64	29.623713792	9.8097393152
128	52.8238870528	19.860831232
128	52.8513236992	19.8901992448
128	52.725055488	19.829599232
128	52.7036416	19.8323202048
128	52.7595241472	19.8635723776
128	52.7567683584	19.864694784
128	52.7348105216	19.8389326848
128	52.791345152	19.8646433792
128	52.8122544128	19.8787890176
128	52.7555166208	19.8821573632
256	75.9594287104	37.0553208832
256	75.9419895808	37.0245054464
256	75.936923648	36.9846366208
256	76.0290148352	37.0898395136
256	76.0922898432	37.0882684928
256	76.0108744704	37.040821248
256	76.0424300544	37.0410182656
256	75.9487397888	36.9935876096
256	76.0082989056	37.0556465152
256	76.0501829632	37.0551568384
512	76.6482448384	38.4815865856
512	89.6305201152	38.448048128
512	89.6843644928	38.4976850944
512	89.5827836928	38.447616
512	89.6562364416	38.4814592
512	89.6759365632	38.497304576
512	89.5324782592	38.4479133696
512	89.5338545152	38.448832512
512	89.6024576	38.482468864
512	89.4389059584	38.3831130112
1024	97.0937597952	39.1718617088
1024	97.2258803712	39.2051113984
1024	97.2295241728	39.2056102912
1024	97.0239770624	39.104475136
1024	97.2287115264	39.2050573312
1024	97.1925880832	39.1710900224
1024	97.1947114496	39.1713538048
1024	97.0925277184	39.1704772608
1024	97.1938463744	39.204814848
1024	97.1426234368	39.1713923072
1280	97.486995456	39.313862656
1280	97.570357248	39.363700736
1280	97.533427712	39.293955072
1280	97.533722624	39.29593344
1280	97.393737728	39.261038592
1280	97.368834048	39.260219392
1280	97.603387392	39.365074944
1280	97.484406784	39.293535232
1280	97.401700352	39.261026304
1280	97.519828992	39.311691776
1518	97.7791744512	39.4621308048
1518	97.8309370368	39.4754843472
1518	97.7790578688	39.4258943232
1518	97.781156352	39.4250442432
1518	97.6808177664	39.4267541184
1518	97.6479803904	39.3917636112
1518	97.5962955264	39.358637208
1518	97.7289662976	39.4260776976
1518	97.7794853376	39.4243653936
1518	97.7501065728	39.4608447552
