[1928396877, 33833]
[4194371518, 52463]
[3084348091, 41918]
[3457721370, 80]
[1395435698, 4470]
[1183325508, 60437]
[2563602346, 53354]
[1492682976, 49479]
[2568618849, 64105]
[2704780457, 40617]
[901458950, 8434]
[835556712, 48760]
[883483756, 40556]
[3458053301, 33633]
[1044061079, 62742]
[2247008346, 58411]
[1304339668, 443]
[2521774921, 29598]
[2367547154, 27442]
[3380202822, 39956]
[2496630943, 49249]
[2568649669, 54414]
[3458034918, 139]
[2563588604, 3420]
[878211409, 4174]
[1939697997, 80]
[2568627134, 58948]
[3084347940, 29724]
[2369369424, 15680]
[3450738815, 21825]
[2704780309, 30546]
[1066650402, 50747]
[3702082004, 51603]
[1150170566, 61488]
[779135803, 46749]
[1150167456, 65084]
[2492016324, 59381]
[3853084621, 51851]
[2871808570, 1433]
[3458022069, 139]
[1516016886, 80]
[1185601235, 3152]
[763772214, 53]
[901458946, 30985]
[1044061088, 45667]
[2624276215, 39970]
[2568626330, 36121]
[2632896827, 52091]
[1183337504, 43713]
[2497247612, 38926]
[2930051235, 1433]
[2105379461, 443]
[3445778081, 57974]
[1494140688, 54542]
[3378197909, 24001]
[901458949, 37736]
[3149638880, 35049]
[2505521821, 49427]
[2568630017, 43339]
[3377080132, 42898]
[2497271918, 53275]
[916947908, 65193]
[1304406061, 45415]
[3134786212, 25]
[1394703834, 1998]
[3040174436, 32002]
[3084348062, 48091]
[2624256927, 58748]
[901458967, 36201]
[1066650591, 60415]
[2650663639, 53235]
[735309154, 53]
[1065537304, 53]
[2247008347, 63565]
[1304342469, 55834]
[841483037, 20001]
[835556836, 53175]
[2497252609, 26966]
[3458056188, 139]
[2568632197, 52576]
[1066650204, 9042]
[3173810328, 40434]
[3136150125, 36015]
[3183667943, 52895]
[3184297359, 33900]
[3457769815, 443]
[1552956062, 51040]
[2010895994, 7071]
[1545520686, 51648]
[2190754008, 53]
[2369369425, 9890]
[3458016252, 139]
[2735143596, 52361]
[1046164325, 443]
[2568633659, 33586]
[4259579090, 28024]
[969416993, 37602]
[1118495957, 7215]
[1150168530, 55695]
[2624213469, 48895]
[1150180663, 80]
[3183667943, 23839]
[3457723269, 20000]
[1047794791, 14960]
[989807345, 52269]
[777638431, 37484]
[3254834203, 53981]
[2120093587, 54601]
[2624213420, 33070]
[2083518258, 19219]
[3045548659, 44208]
[3462488699, 2712]
[2497430566, 12334]
[885808442, 2075]
[2131277244, 53793]
[1044059300, 56772]
[3084347951, 34341]
[1304397258, 5222]
[2164233125, 56611]
[3201747368, 7171]
[831981864, 60131]
[2497265108, 24407]
[827260425, 38932]
[3048072980, 62747]
[3458052170, 139]
[1939701262, 80]
[3458054268, 139]
[2421977555, 10098]
[1524001901, 48803]
[2563582520, 60702]
[3376480711, 57485]
[1302343532, 48547]
[1304425324, 80]
[1310349605, 51398]
[2131277295, 53394]
[3380208700, 13045]
[3204089706, 55662]
[1044061064, 47597]
[1404337776, 1025]
[3458016848, 139]
[878677925, 53]
[2650641568, 12480]
[878206100, 54877]
[2422056145, 53516]
[1047794772, 14055]
[1065291756, 80]
[549536645, 33608]
[2496379255, 46500]
[2568632217, 65192]
[2968469384, 2279]
[2786220539, 1527]
[2496593123, 19245]
[3458071009, 139]
[3892664943, 51413]
[2624256904, 19645]
[1523683405, 443]
[2585714007, 57844]
[1512328262, 55241]
[2650666100, 59704]
[3458058545, 139]
[1523664783, 53]
[2587629048, 19000]
[1404565969, 60374]
[1310452997, 80]
[3458013352, 139]
[3520164900, 6124]
[3084352686, 46541]
[3457748317, 40315]
[3149635586, 55670]
[3853213476, 39609]
[551045837, 49876]
[2436194232, 57154]
[3076816778, 65362]
[1349800642, 19881]
[3215493857, 443]
[2584870528, 50201]
[1118238909, 28315]
[827253440, 53702]
[2369369454, 36163]
[1044061082, 39097]
[1429496292, 60054]
[2568632136, 3617]
[2496465469, 11064]
[3458546798, 33371]
[1572995292, 51307]
[3201800566, 443]
[1512354560, 12347]
[1150157872, 42179]
[3047727415, 50975]
[901458955, 48376]
[1362202243, 44870]
[3908554631, 80]
[3380592505, 443]
[2650641661, 38986]
[1044061162, 51752]
[3150339565, 42686]
[3458013546, 139]
[3458047926, 139]
[3458069455, 139]
[3084347908, 42105]
[901458950, 9167]
[2131277220, 60102]
[812442153, 53]
[2497236480, 20804]
[777638431, 18042]
[2819529377, 4122]
[1004136206, 57865]
[3894987698, 64132]
[1404547173, 15156]
[2369369438, 37006]
[3204065136, 53943]
[1118238854, 33928]
[1654286230, 53]
[3084348036, 18954]
[3458051893, 139]
[3183667943, 340]
[2930054706, 1433]
[2859122311, 58443]
[788561769, 10764]
[3895938964, 80]
[3464457924, 6900]
[2955959981, 54676]
[2496301133, 49560]
[3174909747, 58366]
[1523700809, 53980]
[1404368264, 61499]
[537680865, 39541]
[586862685, 62348]
[878204250, 49798]
[2247038204, 36469]
[2563610571, 6699]
[2007685254, 23]
[1591964674, 52427]
[2568626324, 40831]
[3184274788, 28661]
[2133299664, 27017]
[3149635741, 30058]
[2568630020, 60146]
[905710204, 51413]
[2568626217, 35814]
[2497434537, 1764]
[1118238923, 2429]
[2142185770, 9518]
[3460588237, 5001]
[1150209485, 46740]
[3183667943, 55540]
[1806872811, 31957]
[901458966, 52308]
[3076820103, 48471]
[3457803292, 443]
[878211416, 33448]
[2247086704, 38302]
[867524263, 55597]
[2930050675, 1433]
[827255897, 50528]
[3458060095, 139]
[3326307570, 43733]
[2544820825, 53]
[3378197909, 27368]
[1349802753, 10448]
[3593399337, 57581]
[2163762968, 49663]
[3458016866, 139]
[3906261352, 5475]
[2587661089, 61190]
[901458966, 24462]
[2563599872, 57152]
[2361908372, 54469]
[3380592409, 443]
[1404552233, 53970]
[2568623895, 62286]
[1118238854, 46050]
[3715022886, 49478]
[1512328291, 9050]
[3254822900, 55638]
[1654285546, 53]
[2497205933, 51253]
[1304409451, 443]
[1973446558, 42184]
[560223895, 52182]
[3377002299, 80]
[3905203784, 45198]
[2568649688, 64641]
[900470241, 58521]
[1806835623, 59518]
[1309805646, 37487]
[2650662587, 27336]
[3084348067, 16416]
[946895005, 2264]
[3895937374, 443]
[2584992565, 51525]
[1317236538, 54085]
[2930039822, 1433]
[878187540, 49300]
[2650641555, 20669]
[1044061080, 65293]
[3458033137, 139]
[641746087, 4802]
[2497205501, 1092]
[3083824994, 53]
[3340527912, 23]
[878192006, 50159]
[3215493868, 80]
[1150164558, 43983]
[3084348110, 31679]
[3450840543, 26904]
[3183667943, 61450]
[2568641059, 53423]
[1773838053, 44203]
[2568633635, 55479]
[2563528853, 6699]
[2858109000, 51976]
[1442196099, 1433]
[2948037803, 11655]
[2536344338, 8080]
[2369369404, 24367]
[3445777589, 52643]
[3457788066, 50917]
[3377808998, 443]
[2162961856, 2704]
[3264160592, 10083]
[2369369432, 10452]
[1586144391, 54118]
[2930048300, 1433]
[1512539254, 80]
[3462479421, 61097]
[1394701588, 1998]
[1515182466, 51289]
[2568628825, 60611]
[1766575915, 7482]
[1773838705, 52520]
[3450801059, 63621]
[2497434537, 1699]
[3458042424, 139]
[3509006170, 50186]
[901458946, 45900]
[3445781774, 54278]
[805120229, 80]
[1505079868, 38150]
[1304351815, 8080]
[2568633658, 14674]
[2369369406, 61912]
[2810031458, 55954]
[878528410, 24502]
[2497185785, 2000]
[2568630564, 50211]
[2131396244, 37659]
[2369369453, 28677]
[867520854, 52157]
[2722492831, 51488]
[3105391773, 39729]
[3458042183, 139]
[2819518419, 33267]
[2496511838, 3139]
[549541535, 23233]
[3204065112, 48396]
[3459093802, 5000]
[2650641611, 31903]
[1773838076, 59325]
[3908453350, 443]
[2369369450, 64602]
[3579436367, 54570]
[2369130218, 32101]
[1523687858, 443]
[3458043262, 139]
[4185139295, 44729]
[2594053458, 55373]
[796530702, 62753]
[2421968899, 6881]
[2819562806, 48957]
[3185679802, 64002]
[3115397091, 9944]
[1047794780, 14449]
[3047723067, 10050]
[3853207512, 46172]
[2873086888, 445]
[1578580679, 3026]
[3463868307, 80]
[1512328197, 443]
[1066588862, 53]
[2568637433, 48556]
[962163289, 63863]
[3520165304, 45897]
[2568649637, 16985]
[1044061152, 37614]
[3084348091, 17303]
[2140749269, 4899]
[3196322222, 63184]
[544985658, 4182]
[878203548, 1637]
[3458014709, 139]
[870077384, 17220]
[2568632194, 49691]
[1404352336, 1040]
[779307831, 1807]
[820039416, 50371]
[1523989428, 29907]
[2369369406, 19551]
[1267735469, 443]
[3183667943, 31562]
[3445777819, 58013]
[3214973086, 26679]
[1042582590, 36173]
[3457770268, 42030]
[2568630167, 17094]
[966465220, 65152]
[3222440442, 46946]
[878211395, 4234]
[3463481931, 8091]
[957338170, 43789]
[2497306796, 50114]
[3214973085, 52763]
[988431641, 53]
[1523683413, 5222]
[3458018565, 139]
[2568630166, 47069]
[3458072542, 139]
[3084348091, 45979]
[1512328272, 33440]
[2930049921, 1433]
[3462473235, 443]
[631007367, 61314]
[3045568271, 53992]
[2568632136, 59160]
[967830896, 49983]
[3458054582, 139]
[773751472, 65252]
[647083831, 2359]
[2744424837, 52444]
[3378608617, 80]
[2570659533, 123]
[3380591510, 443]
[2497303622, 58197]
[3076816787, 35859]
[767599741, 42248]
[901458956, 12350]
[3083143140, 443]
[1304406061, 44497]
[947384588, 3909]
[3125532366, 60465]
[551045193, 37692]
[2819557714, 34690]
[3714668245, 38191]
[2131261347, 36011]
[2568628440, 45563]
[878211334, 51792]
[1047790435, 443]
[2247086737, 38096]
[2570663624, 51523]
[3271135212, 53]
[1044061068, 40320]
[2631299180, 62786]
[1044059287, 8900]
[2819385617, 2910]
[3193011413, 18741]
[3905203836, 37228]
[1516228524, 12347]
[901458951, 42988]
[845153739, 4888]
[878528447, 16109]
[2930053945, 1433]
[2568632141, 22397]
[2568633722, 38555]
[2584868579, 20152]
[661489284, 80]
[2692340213, 47878]
[904642522, 32877]
[3458050933, 139]
[1040547274, 30497]
[1186488156, 7915]
[1150180649, 80]
[2140751172, 60848]
[2822291162, 55814]
[901458955, 37791]
[3853519069, 61950]
[1118238855, 21718]
[845153658, 37588]
[2939557623, 13039]
[657875045, 36009]
[661489320, 80]
[3458022824, 139]
[3197966578, 80]
[3520165260, 5284]
[1044061090, 46367]
[878187525, 1912]
[791974986, 8900]
[2563614057, 19362]
[3579404047, 1501]
[3076816796, 46926]
[3714668822, 28627]
[901458948, 20790]
[1404357752, 51634]
[3085731079, 58195]
[3458014198, 139]
[901458947, 8781]
[846451495, 26051]
[2930063941, 1433]
[3457698561, 80]
[3905203874, 58471]
[2568630196, 38349]
[3149635700, 42563]
[551045764, 40393]
[1509097140, 22182]
[1004109510, 45131]
[3183667943, 61157]
[2930041653, 1433]
[3458034721, 139]
[2568633726, 57165]
[3226399000, 23594]
[1150219592, 443]
[969417000, 47180]
[2369374087, 80]
[3458011971, 139]
[2613277704, 60378]
[845157716, 58312]
