[2369369406, 26347]
[3149635688, 31679]
[1150216097, 53075]
[2563537401, 2397]
[1310398562, 43701]
[1150181296, 443]
[3457721370, 80]
[3214973183, 18828]
[2496630943, 49249]
[2496639798, 1176]
[1004136386, 56013]
[2685653217, 1433]
[2744424838, 34119]
[2685653214, 1433]
[1047794767, 14582]
[1404307124, 53023]
[3458017765, 35002]
[868360986, 8200]
[3905203964, 64859]
[777608477, 42990]
[937243902, 33631]
[2568632221, 64933]
[3519386804, 55847]
[2497246157, 51462]
[1150181262, 55298]
[2704779663, 39193]
[2568632139, 59499]
[3579431832, 3340]
[3463868307, 80]
[2685654329, 1433]
[1048153906, 53]
[1066650574, 52869]
[1300711094, 80]
[2624256642, 52976]
[2496141685, 27589]
[3459320450, 53652]
[1404367196, 6881]
[1293472053, 58049]
[2624304534, 1039]
[2624151649, 59691]
[3199766317, 40731]
[1463276294, 52204]
[839630123, 53]
[1491382193, 34575]
[2487761031, 53]
[3376499400, 59070]
[919533781, 56157]
[2563612897, 53094]
[3853660242, 30868]
[2369369457, 24182]
[2704780005, 41894]
[2497302287, 49753]
[1118238854, 13274]
[1806874884, 1238]
[2563531633, 54429]
[1514341517, 23941]
[2568630023, 44544]
[800584919, 57253]
[1047794814, 14196]
[901458956, 28668]
[3590628461, 49728]
[786735432, 54656]
[3905397968, 40189]
[2568630189, 53766]
[3458577773, 63766]
[3460563665, 62460]
[2631265342, 53187]
[4210295196, 54560]
[3457763803, 8638]
[2497257187, 52040]
[2624256906, 19270]
[3702085785, 59623]
[3178289254, 53744]
[1304342469, 39745]
[1508405042, 55200]
[2536343827, 22]
[3463575396, 80]
[2247038156, 62438]
[3119383930, 39222]
[3457721786, 443]
[3457748317, 40315]
[2521763749, 28277]
[1044061097, 38499]
[2632587637, 53]
[2131370441, 23]
[1066650518, 80]
[2685497641, 1433]
[1404332890, 54008]
[590450201, 50567]
[3895935020, 80]
[3204065112, 28516]
[1044061083, 18827]
[2497286398, 53477]
[1502954908, 52547]
[2545623598, 48407]
[2422035254, 38238]
[964056024, 8000]
[2704779541, 15317]
[3851843876, 53304]
[3378050711, 64813]
[881798500, 53]
[1395201805, 7673]
[837842819, 50894]
[1046164292, 443]
[1511272410, 62696]
[3117437342, 61927]
[3208800290, 56883]
[957347814, 80]
[3463744490, 61259]
[3149635736, 18429]
[3907275384, 53680]
[3046095986, 47508]
[1310457115, 80]
[1404335775, 37119]
[1512328244, 443]
[904891009, 60980]
[2245114355, 55485]
[3175029539, 35766]
[1304365055, 80]
[2704781196, 2345]
[1310396026, 42072]
[2497432270, 1122]
[2685655863, 1433]
[3853189087, 49619]
[2624213343, 43315]
[931421052, 53245]
[3207618981, 23689]
[1523998471, 80]
[3380592409, 443]
[2369145958, 443]
[3200396795, 53]
[3905397983, 1935]
[2369369417, 12852]
[1349803951, 16758]
[1512533414, 41869]
[3850313275, 38659]
[549532483, 6619]
[2384330691, 34126]
[1508989345, 20987]
[2007939969, 14844]
[2871115685, 50146]
[3380591574, 80]
[3293514712, 443]
[739024921, 52266]
[1806869201, 29366]
[859299593, 443]
[2568628765, 50480]
[881141055, 42144]
[2685499088, 1433]
[3376487558, 33192]
[3459916584, 52831]
[2930824164, 1433]
[1041645938, 443]
[2131277108, 80]
[2631193214, 51692]
[811026928, 2955]
[3462848841, 51468]
[1304405991, 13283]
[1044061076, 40132]
[1004109503, 34596]
[1806966963, 53]
[663877829, 50390]
[551045816, 56634]
[1044061092, 20628]
[3084347913, 31741]
[2624256399, 62364]
[4185490684, 46072]
[1304397265, 443]
[2587685485, 27962]
[3084348076, 30056]
[3509003855, 1741]
[3197396778, 64629]
[1047794850, 1901]
[3457804995, 19722]
[901458970, 6901]
[2685493771, 1433]
[2563625063, 50342]
[1492662889, 1032]
[3450712694, 11646]
[3380591521, 443]
[3894998734, 80]
[933547226, 4642]
[2685517008, 1433]
[3134523452, 32963]
[2421968899, 6881]
[1585116077, 45095]
[1044061116, 59174]
[3084348038, 4446]
[2819421662, 4096]
[2496379255, 46500]
[1304334406, 80]
[819563427, 3306]
[2528982779, 5000]
[2685493514, 1433]
[880011529, 65178]
[2624226058, 49501]
[2650641558, 13201]
[3851875118, 5269]
[2568623878, 50351]
[2568629674, 51413]
[2568628664, 55306]
[3348039102, 52015]
[2496579498, 61054]
[964420191, 15000]
[1150180664, 80]
[2369369426, 19859]
[3125531881, 443]
[3197396778, 64489]
[3907749379, 80]
[3463744491, 48679]
[664937881, 53194]
[1044061079, 24277]
[2967718013, 15599]
[1926164698, 123]
