[1962333971, 63050]
[3474201897, 65271]
[3474424273, 64768]
[1235578036, 445]
[1962334002, 51035]
[1962333965, 40227]
[2270145487, 40897]
[3338627597, 50284]
[1962334204, 65307]
[1074109317, 45174]
[1962334164, 64764]
[3453656997, 56783]
[3571698992, 39517]
[1962333985, 40395]
[1962334002, 51599]
[2339489119, 57639]
[3607982092, 50416]
[1962333973, 56595]
[4038538069, 50140]
[1962333973, 59998]
[1962334072, 59122]
[3484910832, 44705]
[1074109366, 35032]
[3338558361, 59364]
[3472983256, 49173]
[3257554452, 8999]
[3446799610, 42486]
[1074109359, 57333]
[1962334002, 41347]
